"Survey","Method","Reef_1","Reef_2","Site","Survey_Day","Dive_No","Transect","OpCode","Family","Genus","Species","Number","Length_mm","Comment","Reader","T_ID","Date","Site_lat","Site_long","Depth_m","Temperature","Situation","Habitat","Aspect_descriptive","Aspect_scale","Benthic_Complexity","Zero_obs","Binomial","Biomass.Constant.A","Biomass.Constant.B","Biomass.Constant.C","Trophic.Level","Trophic.Group","Functional.Group","Weight_G.sp","Biomass_G","Length_cm"
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Lutjanidae","Lutjanus","bohar",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Lutjanus bohar",0.013464,3.055209,1,4.27,"piscivore","pisci-invertivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Caesionidae","Pterocaesio","tile",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Pterocaesio tile",0.013,3.268,0.863,3.33,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacentridae","Acanthochromis","polyacanthus",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Acanthochromis polyacanthus",0.0429,3.045,0.667,2.69,"omnivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T2","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T2","22/07/2021",-17.100605,151.904616,91.9,25.6,"outer","outer_reef","steep_slope",3,4,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
"Jul_21","ROV_single","Lihou","Margaret Cay","MARG-01","D1","Dive_1","T3","Lihou_Margret_1_July2021","Pomacanthidae","Genicanthus","melanospilos",1,NA,NA,"TQ","Jul_21-MARG-01-D1-Dive_1-T3","22/07/2021",-17.100605,151.904616,72.2,25.6,"outer","outer_reef","moderate_slope",2,2,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",NA,NA,NA
